legacy_gestore_id,percorso,img
3644,bigbenshout,logo.jpg
3645,ILQUARTOIMPREVISTO,prof.jpg
3646,M52,logo 1.jpg
3647,sholo,logo.jpg
3648,anewhorizon,394060_10150527039111649_290121744_n.jpg
3652,7sevenlights7,logo.jpg
3654,soundalpha,logo.jpg
3655,Rorschach,301791_358977430825907_115015606_n.jpg
3656,TheBlowjob,31177_123114444380172_3099659_n.jpg
3657,RockContest,dream locandina muro.jpg
3658,Monoessenza,logo definitivo.jpg
3659,waiting,logo waiting.jpg
3662,TheUnsuiteds,531124_208919302554472_896608333_n.jpg
3667,PennyBand,PB.jpg
3668,deizy,deizy band.jpg
3669,thehellsgate,logo.jpg
3673,onehotminutetribute,logo.jpg
3675,rageofsouth,Logo Rage of South 160x160.jpg
3676,HELIUM5,helium5logodef.jpg
3678,RockkyBand,logo.jpg
3679,juliandoe,logo.jpg
3682,SilverFeet,logo.jpg
3683,iband,logopic.jpg
3699,TheLondonPride,logo.jpg
3700,aloudgothic,487031_356720441083073_1922059324_n.jpg
3702,camden,logo.jpg
3703,emptyriver,223548_565015696842001_1861160559_n.jpg
3704,sonicdaze,logo.jpg
3705,Onoffman,OnOffMan_FB_ImgProfilo.jpg
3706,EbonyCircus,554436_10151363971411489_1274254646_n.jpg
3707,incontrirock,logo.jpg
3708,AtlantideContest,logo.jpg
3710,toolatetowake,light too.jpg
3711,sanbenedettorock,SANBENEDETTOROCK.jpg
3712,oneshot,oshot.jpg
3714,aldograneseeladiasporaband,Arpa.jpg
3715,x35official,logo.jpg
3717,madeinseattle,22134.jpg
3718,rewout,logo.jpg
3720,THEHORNETS,logo.jpg
3723,radiointechnicolor,483791_530693356964091_48622615_n.jpg
3724,melodypoets,logo.jpg
3725,theAbsentDrinks,logo.jpg
3727,theplaymore,169.jpg
3729,fuochidipaglia,IMMAGINE.jpg
3730,BMP,logo.jpg
3731,dvlgator,LOGO2_DVL.jpg
3732,ifavolosicrackers,logo light.jpg
3733,ReutersHatesTheStringers,logo.jpg
3736,MaxRibbenz,logo.jpg
3738,simonebelardinilli,logo.jpg
3740,scarlettdgray,Copertina Scarlett.jpg
3741,deamantide,deamantide_1.jpg
3742,bubbles,logo.jpg
3744,theevacuees,logo.jpg
3745,fusioneafreddo,logo.jpg
3748,antoniomanco,Copertina album rid.jpg
3749,Weatherstorm,logo.jpg
3751,TheGrocers,575595_635420289820329_1685303311_n.jpg
3754,sulaventrebianco,IMG_2257.jpg
3757,bloodykiss,logo.jpg
3758,SoundTheory,923096_526065560788602_1873964317_n.jpg
3759,Novaffair,Novaffair_Yellow.jpg
3761,francescodi,logo.jpg
3762,antoniolipardo,525798_10151199072674548_1830061959_n.jpg
3763,alienodivetro,alieno_di_vetro_INfase.jpg
3765,thedarkshines,dark logo 160.jpg
3766,neverwakeup,logo.jpg
3767,distinto,DistintO cover internet.jpg
3768,4soldiproject,4 soldi p.jpg
3769,flehmen,logo.jpg
3770,ultrasuono,piccolo.jpg
3771,ForeverDowners,1005042_202223273264834_683845479_n.jpg
3772,CollegioLunare,LOGOCOLLEGIO23.jpg
3773,georgefrevis,george divano.jpg
3774,lamaschera,profilobuono.jpg
3775,dirtyhubs,dirty1.jpg
3780,onda33,lrg gh fffsdg.jpg
3781,DeepFeeling,deepfeeling3.jpg
3782,Naturaimage,logo.jpg
3783,tjkho,1006273_494285447319195_762967508_n.jpg
3784,ashatteredmemory,532227_449224735134800_2082529277_n.jpg
3786,neutroninthesoup,n2.jpg
3788,hellerschein,HS.jpg
3791,olgaandgangband,LogoOlgaGangBandBig.jpg
3792,distilladozer,logo.jpg
3793,HyenaRidens,logo.jpg
3794,TheKnickers,logo.jpg
3795,JosephNoland,Noodles.jpg
3796,severalunion,log.jpg
3797,outoftune,logo.jpg
3798,doutdes,bandLogo.jpg
3803,FulvioLaudiero,sfondo.jpg
3804,atropos,tied.jpg
3805,eclairsband,logo.jpg
3806,dreamingforcalypso,logo.jpg
3807,johnfalko,logo.jpg
3808,rocksane12,logo.jpg
3809,vert,full.jpg
3810,italianstreetsjazzquartet,1184879_630606800293872_139590138_n.jpg
3815,thebiscuits,logo.jpg
3816,whatif,avatar.jpg
3817,Hystericals,Hystericals Logo.jpg
3819,RnBeat,rb - Copia.jpg
3820,dollsrevolution,1150811_530898313624644_1699243609_n.jpg
3821,LESLA,logo.jpg
3827,TeenagersX,logo.jpg
3828,prodesm,1452450_776600792356858_862425592_n.jpg
3833,ArezzoWaveBand,logo.jpg
3836,StrangeSituation,logo.jpg
3837,triptracks,trip tracks piccolo2.jpg
3844,Almostdonefor,logo.jpg
3846,varanorock,1399320_173612909498706_1270270917_o.jpg
3847,hiro,LOGOsmall.jpg
3849,annuitcoeptisromeband,eye_of_provihdence_by_imacyytuallyhappy-d40t9pq.jpg
3850,spazioliberoresistente,stellina.jpg
3852,loobylook,LOGO DIMENSIONI my band.jpg
3853,BillyBoys,logo.jpg
3854,BicicletteVolanti,image.jpg
3855,laboratoriodimusicacriminale,logo.jpg
3857,ilmusicale,logo_musicale.jpg
3861,redbulltourbus,logo2014.jpg
3862,WoodsOfKarma,woods of karma.jpg
3863,royalenemy,royal enemy.jpg
3864,SoundWayProject,Logo Michele Rispoli artista_mini.jpg
3867,BACCHANALIA,logo.jpg
3869,aventunorock,aventuno.jpg
3870,andreaastarita,Andrea Astarita.jpg
3872,apeyros,logo 3.jpg
3873,secretrule,logowidth160.jpg
3874,ibridi,logo-IBRIDI-2k18-bandcamp.jpg
3875,Futhark,1368914342_AMERICA_VIDEO_3.jpg
3876,giocol,14015_1566562563577034_3720212308389851843_n.jpg
3877,BrunosPoker,logo.jpg
3878,officialbless24,logo.jpg
3884,coffeastrange,logo.jpg
3885,humanafterall,logo2.jpg
3886,euphoria,LOGO.jpg
3887,dinasyt,logo.jpg
3889,incognitarock,logo sfondo nero.jpg
3890,tonytuono,logo.jpg
3891,falziescorretti,logo F&S.jpg
3892,HIStoryTheMichaelJacksonNight,logo.jpg
3893,Punkakes,946755_432708656824999_416629916_n_compressed.jpg
3894,TheLegati,10409145_844396075578631_2926398752920685235_n.jpg
3895,soulbahia,logo soulbahia.png
3896,thestryd,logo claudio piccolo.jpg
3897,pinabolla,pina.jpg
3898,AlchimiaSonora,Alchimiason.jpg
3899,thekarnevil,logo.jpg
3900,sundaysocks,logo copertina rockit.jpg
3901,dharma,IMG-20150512-WA0003.jpg
3906,sinecerebro,lobobustoff3.jpg
3907,Hooligansmountain,logo.jpg
3910,thetube,FB_IMG_1513238661170.jpg
3911,roadflowers,bb.jpg
3914,fase39,logo.jpg
3916,wasat,logo.jpg
3917,voidprophetmetal,Prova_idea_sito-min-min.jpg
3918,Nightraid,logo nightraid piccolo.jpg
3919,tassang,logo.jpg
3920,superdry,logo superdry.jpg
3921,zephirokid,12341467_968794813166583_5225506048483184739_n.jpg
3926,HammerMusicContest,Contest 2.jpg
3927,soulmovers,logo.jpg
3937,LucaRuzza,min.jpg
3939,Yula,FB_IMG_1471987328176.jpg
3945,BROKENTUNES,logo.jpg
3947,nicoloannibale,14354997_1115330555212309_1642158598351765206_n.jpg
3979,TheGoldenPot,LOGO.jpg
3980,primulanera,Primula Nera logo j.jpg
3982,lastcontrol,Logo 50x50.jpg
3992,9537804813999933992,IMG_20170706_162908.jpg
3996,102094924321247683996,giuliafrezza.jpg
4007,102118211773586874007,logo.jpg
4008,102110287355475744008,logo.jpg
4009,4402308696705034009,logo.jpg
4010,17408028359360024010,logo.jpg
4011,FrankSinutre,logo_frank.jpg
4012,102125413613074634012,18403361_1130675790371241_8571830390380742267_n.jpg
4013,18943990674693054013,logo.jpg
4015,102115042232753574015,logo.jpg
4420,PerfettamenTre,Logo Nero JPG.jpg
4029,azzoband,logo.jpg
4030,pitwine,percocheinthewine600.jpg
4031,16046644031,logo.jpg
4032,357634032,logo.jpg
4033,7704374033,logo.jpg
4040,102101906621959144040,logo.jpg
4043,3941474043,logo.jpg
4045,17397794045,logo.jpg
4047,1501364047,FB_IMG_1512085441788.jpg
4048,nonsolocantautori,13522872_1728747367399841_5181784898123787019_o.jpg
4051,149380974051,logo.jpg
4053,18925214053,logo.jpg
4055,16080964055,logo.jpg
4061,HF4,HF4_big.jpg
4069,78837454069,Cicala - Il Saggio Tiranno (Daniele DEF).mov_snapshot_02.05_[2017.09.27_16.50.23].jpg
4070,12038634070,sionsoundroom.jpg
4071,30638234071,logo.jpg
4074,robertocilia,THUMB.png
4078,gianlucadipietro,274373712_10159324633609667_6248728014882119505_n.jpg
4079,lab081,17358578_1236915969678614_5100835592218806752_o.jpg
4083,ILPICCOLOBU,19668121_1393001990736416_1199028425_n.jpg
4084,12315124084,logo.jpg
4085,lucasorrento,123359789_3430937300360593_5495730800607119881_o.jpg
4087,bluecaravanofficialpage,24774798_928716870620782_285909961977274141_n.jpg
4088,cristoforonania,crisMare.jpg
4089,Ciabbath,15037219_1305944462769141_1984155280830716866_n.png
4090,2179144090,logo.jpg
4091,federicoavanobass,logo.jpg
4093,Maleizappa,logo250x250.jpg
4095,hydronika,front.jpg
4096,NEBRA,NEBRA copertina album Cuore Colpevole.jpg
4097,lampidimarte,Logo 2.jpg
4098,thereversofficial,the revers logo.jpg
4099,PiacentiDolcevitaOrchestra,IMG_2955-3-12.jpg
4100,108254100,logo.jpg
4103,1670674103,logo.jpg
4104,Daphne,Daphne_logo.jpg
4105,23308404105,FB_IMG_15614163994943164.jpg
4106,259234106,22555288_877311002444562_2274719121814786756_n.jpg
4111,CupeVampe,19143084_1940731679538063_4301787504757808811_o.jpg
4116,36995664116,logo.jpg
4118,Napoli,18485338_416189715433994_4700959018774581957_n.jpg
4119,valerievitiello,27332279_876124789234867_1160204781316914639_n.jpg
4120,68974414120,Paolo_2.jpg
4122,muaz,muazlogoviola.png
4123,romito,romito1.jpg
4125,19871864125,logo.jpg
4126,35304126,logo.jpg
4127,lipardo,FB_IMG_1602398178196.jpg
4131,taximusic,Circle Of Light - Rebirth (front).jpg
4135,4303974135,logo.jpg
4136,Trinacriarockcontest,FB_IMG_1562161758327.jpg
4137,superbia,logo.jpg
4138,alexromano,IMG_20190715_143739_667.jpg
4139,MrJack,logo.jpg
4140,carminecapasso,IMG_1138.jpg
4141,PROFILOGRECO,logoProfilogreconero mail.jpg
4142,Sabba,LETTERING-bianco.jpg
4143,popmuzic,Giuliano_on_sofà.jpg
4144,Godoofficial,Progetto senza titolo.png
4146,Greetmeyoursister,FB_IMG_1572522269917.jpg
4147,Calandrella,immagine profilo.jpg
4149,22130714149,logo.jpg
4150,212736344150,logo.jpg
4151,212730454151,logo.jpg
4152,Matrice,logo.jpg
4160,212729944160,logo.jpg
4162,215361424162,logo.jpg
4174,TitaSavarese,IMG_20200105_135130.jpg
4175,federaecuscini,IMG_0226MOD.jpg
4176,7823094176,logo.jpg
4177,ANNA,logo.jpg
4178,Node,logo.jpg
4179,21278054179,88f979e0-2a3f-4556-837c-06f6ac19c18c.jpg
4180,26658934180,Copertina_color_def.jpg
4181,Sesto,FB_IMG_1578570083873.jpg
4182,SIMPLEMOOD,logo.jpg
4183,lufarina,logo.jpg
4186,InfillsChain,Logo Infills.jpg
4196,richieravello,logo.jpg
4200,12781124200,logo.jpg
4204,859504204,logo.jpg
4230,102212191472954454230,Copia di hungry_logo_p.jpg
4231,Profugy,logo profugy.png
4234,156712334234,logo.jpg
4235,102239431091957944235,logo.jpg
4236,GregRega,greg Foto importante copia.jpg
4237,isenzaregoleofficial,logo.jpg
4238,spinellipertutti,_MG_7176.jpg
4239,102190366693273484239,19657129_10209988944699887_6640243195416574226_n.jpg
4240,devilsofmusic,Immagine_profilo_VEVO_5kx5k.jpg
4241,33202983380196594241,logo.jpg
4242,101500017766632834242,logo.jpg
4243,101500017774423504243,logo.jpg
4244,101500017776933154244,logo.jpg
4245,simonevignola,simone vignola.jpg
4246,101587764650334854246,logo.jpg
4247,17325974247,logo.jpg
4248,74136104248,RDF_9077mod2.jpg
4249,bluegospelsingers,95657254_3088743587830123_3259786341218516992_n.jpg
4250,8190134250,Metodica logo SMALL versione 1.png
4258,sunnamaper,64693908_379272276043098_4789214488698028032_n.jpg
4259,Otto,117180414_382615179369487_5047324486824723201_n.jpg
4261,24737307295972424261,logo.jpg
4263,33652793735218904263,logo.jpg
4267,27066264296008214267,logo.jpg
4268,FeliciaAzzone,5FE97F2E-AC9C-4C63-BDC8-FA22C22DB227 2.jpg
4269,16086634269,Screenshot_20201111-114101.jpg
4270,MartaFalconeCantautrice,profilo2.jpg
4271,Soulcor,Soulcor Logo.jpg
4276,Fabiana,logo.jpg
4278,102235428923513694278,logo.jpg
4279,102178565955428494279,logo.jpg
4280,102146234689795484280,logo.jpg
4281,Manusheen,90613441_3090347194350080_4146433969556029440_o.jpg
4283,102191006452425354283,logo.jpg
4287,GABRIELLARINALDI,Gabriella Rinaldi 1 oksmall2.jpg
4288,5982454288,logo.jpg
4289,Kamesoundcartoonband,biglietto fronte.png
4291,36629023904125004291,logo.jpg
4292,carlomarchese,Carlo Marchese spotify.jpg
4293,40410709659110974293,Carlo Marchese spotify.jpg
4294,dalila,logo.jpg
4297,102253456430540614297,logo.jpg
4298,Paduano,59064510_2299031610157028_7329913447892647936_n.jpg
4299,2542339396361504299,logo.jpg
4300,38125848254678954300,logo.jpg
4301,RadicalKitsch,download (2).jpg
4303,MassimoFerrara,FB_IMG_1614202874328.jpg
4304,62466934304,Profilo_Facebook_2021.jpg
4305,NoemiAlmond,logo.jpg
4308,34333100467747724308,logo.jpg
4311,stickagainstyourneck,DSC_0046-min.jpg
4313,ClaudiaSacco,Claudia Frames (5).jpg
4314,RadioAttiva,BAND.jpg
4316,184680714316,logo.jpg
4317,205984317,logo.jpg
4318,MILFROCK,MILF_bianco.jpg
4319,malbianco,33.jpg
4320,UNDERTHESNOW,120083273_1448989041977194_6645598753669660953_o.png
4342,poisonblackout,PB2K24 immg profilo.jpg
4322,OutTheClub,118827930_648619202447032_6308840199160789773_o.png
4323,mondayproof,logo.jpg
4324,SADA,WhatsApp Image 2021-03-26 at 22.50.20.jpg
4325,lebisce,logo.jpg
4326,matteopalermomusic,matteo foto web 1.jpg
4327,francescodalpozmyband,Francesco.jpg
4328,liziandthekids,adesivo giallo.jpg
4329,CATONE,IMG-20210327-WA0055.jpg
4330,Mosaico,logo.jpg
4331,MistressLeaf,logo.jpg
4333,20026943432037454333,logo.jpg
4336,EvolveAlba,logo nero fb.jpg
4337,MillenniumBug,78197331_2526945464204335_7599193917233299456_n.jpg
4341,SimoneAttiliMusic,Simone Attili black reverse RGB.png
4343,248253054343,Logo A_bianco_1440.jpg
4344,lisagiore,profilo.png
4345,102258920969598364345,logo.jpg
4346,ERGOGIUS,IMG_0528.jpg
4347,102256014595711504347,logo.jpg
4349,102264887881514074349,logo.jpg
4351,THEHUMANDISORDERS,IMG-20210328-WA0001.jpg
4353,Dafne,102763324_958860284557302_75980736042857021_n.jpg
4356,berardi,Berardi profilo.jpg
4357,MartinaDAmore,per tv -2-min.jpg
4360,TheMonkey,logo.jpg
4367,20186264716194094367,logo.jpg
4368,Flag,logo.jpg
4369,Modestino,logo.jpg
4377,banadisa,BANADISA.png
4380,AndreaBrunini,Andrea Brunini.jpg
4382,fabianamartone,IMG-20211105-WA0014.jpg
4386,Grimmen,grimmenlogo.jpg
4387,100842724387,logo.jpg
4388,myky,_DSC8214.jpg
4389,sorrymom,277740381_665947658002730_7300408875600451998_n.jpg
4390,danieledelia,Copertina 1600 x 1600.jpg
4391,110527474391,logo.jpg
4392,Cesare,Cesare cover Album 2021.jpg
4393,acasadiUke,acasadiUke.jpg
4396,Bludeepa,Copertina.jpg
4398,Erricoru,Copertina vol 2_rev3_low.jpg
4400,BernaParkHotel,01 - Original.png
4401,modellato,logo.jpg
4403,Esterea,C2F59A6E-0EF6-4A4F-A5F9-7B98D24FC6D3.jpg
4404,NikoAlbano,logo.jpg
4409,ilbuconero,logo.jpg
4410,Maida,logo.jpg
4411,155096384411,logo.jpg
4414,AndrewJFox,logo AndrewJ.Fox.png
51,LeBaccanti,baccanti.jpg
4415,hanabi,FB_IMG_1662706656552.jpg
4419,adrianomarinelli,2.png
4422,14818374422,logo.jpg
4424,12093044424,logo.jpg
4428,Fabrix,IMG_20221207_225305_319.jpg
4429,2119524429,logo.jpg
4430,CAIX,logo.jpg
4431,BLUVELENO,DSCF0600 1 - Copia (1).jpg
4432,25008734432,IMG-20221227-WA0066.jpg
4433,662094433,logo.jpg
4435,suppain,020D795E-B48C-4866-8C8B-3538A1282745.png
4449,Gavriel,logo.jpg
4452,OKBYE,ok bye logo 750.jpg
4462,5191134462,logo.jpg
4466,758124466,logo.jpg
4468,DanieleViciani,FB_IMG_1557057776281~2.jpg
4471,82093034471,Progetto senza titolo (3).png
4472,Cantautore,logo.jpg
4473,RubenSpera,20240420_142142 (2) (1).jpg
4474,Kin232,Logo Band tunecore.png
4475,45184644475,logo.jpg
4477,Lucido,logo.jpg
4479,admproject,copertina.jpg
4486,281394486,logo.jpg
4490,Stereo8,IMG_4024.png
4491,BERLINA,logo_1 (1).jpg
4493,21123754493,Vortice_jpg.jpg
4494,Attatototo,Logo png (1).png
4498,170616394498,logo.jpg
